1	Donald Trump	Oh, we had such luck in Orlando, we love being in Orlando.
2	Donald Trump	Thank you.
3	Donald Trump	Thank you, Orlando.
4	Donald Trump	What a turnout!
5	Donald Trump	What a turnout!
6	Donald Trump	You know this is a very big arena for a Tuesday night.
7	Donald Trump	I said, you know, if we have about three or four empty seats, the fake news will say, Headlines: "He didn't fill up the arena", so I said, maybe we shouldn't take a chance.
8	Donald Trump	Maybe we shouldn't go to Orlando as you go someplace else, then I said, "No, I think, we'll go to Orlando."
9	Donald Trump	And -- and not only did we fill it up, but we had 120,000 requests.
10	Donald Trump	That means you folks have come out very, very good.
11	Donald Trump	Congratulations.
12	Donald Trump	I want to thank our great Vice President Mike Pence and his wonderful wife, Karen Pence, and our magnificent First Lady Melania, thank you.
13	Donald Trump	I am thrilled to be back in my second home.
14	Donald Trump	That's what it is.
15	Donald Trump	It's my second home.
16	Donald Trump	In many cases, I think I could say it's my first home, if you want to know the truth.
17	Donald Trump	It's the great state of Florida, very historic, because exactly four years ago this week, I announced my campaign for president of the United States and it turned out to be more than just a political campaign.
18	Donald Trump	It turned out to be a great political movement because of you.
19	Donald Trump	A great movement.
20	Donald Trump	A movement made up of hard working patriots who love their country, love their flag, love their children, and who believe that a nation must care for its own citizens first.
21	Donald Trump	Together, we stared down a corrupt and broken political establishment and we restored government of, by, and for the people.
22	Donald Trump	Our country is now thriving, prospering and booming.
23	Donald Trump	And frankly, it's soaring to incredible new heights.
24	Donald Trump	Our economy is the envy of the world, perhaps the greatest economy we've had in the history of our country.
25	Donald Trump	And as long as you keep this team in place, we have a tremendous way to go.
26	Donald Trump	Our future has never ever looked brighter or sharper.
27	Donald Trump	The fact is, the American Dream is back, it's bigger and better, and stronger than ever, before.
28	Donald Trump	2016 was not merely another four-year election.
29	Donald Trump	This was a defining moment in American history.
30	Donald Trump	Ask them right there.
31	Donald Trump	By the way, that is a lot of fake news back there, that's a lot.
32	Donald Trump	You know what I say, the amount of press we have tonight reminds me of the Academy Awards before it went political and their ratings went down the tubes.
33	Donald Trump	This was our chance to reclaim our government from a permanent political class that enriched itself at your expense.
34	Donald Trump	As I said, what a wonderful beautiful day at my inauguration, we did not merely transfer power from one party to another, but we transferred power back to you, the proud citizens of the United States of America.
35	Donald Trump	We stared down the unholy alliance of lobbyists and donors and special interests, who made a living, bleeding our country dry.
36	Donald Trump	That's what we've done.
37	Donald Trump	We broke down the doors of Washington backrooms, where deals were cut to close our companies, give away your jobs, shut down our factories, and surrender your sovereignty and your very way of life, and we've ended it.
38	Donald Trump	We took on a political machine that tried to take away your voice and your vote.
39	Donald Trump	They tried to take away your dignity and your destiny, but we will never let them do that, will we?
40	Donald Trump	Many times I said, "We would drain the swamp.",
41	Donald Trump	and that's exactly what we're doing right now, we're draining the swamp.
42	Donald Trump	And that's why the swamp is fighting back so viciously and violently.
43	Donald Trump	For the last two and a half years, we have been under siege, and with the Mueller report we won, and now they want a do over, they want a do over.
44	Donald Trump	Let's do it again, didn't work out too well, let's do it again.
45	Donald Trump	They want a do over.
46	Donald Trump	No president should ever have to go through this again.
47	Donald Trump	It is so bad for our great country.
48	Donald Trump	Our hopes, the great hopes.
49	Donald Trump	Our patriotic movement has been under assault from the very first day.
50	Donald Trump	We accomplish more than any other president has in the first two and a half years of a presidency and under circumstances that no president has had to deal with before, because we did in the middle of the great and illegal witch hunt, things that nobody have been able to accomplish, not even close.
51	Donald Trump	Nobody's done what we have done in two and a half years.
52	Donald Trump	We went through the greatest witch hunt in political history.
